dataset_id,point,class,target,model,min_fitness,mean_fitness,max_fitness,accuracy
0,-4510597781759187177,0,0,SVC,-0.25044146225164854,-0.13268034527279396,-0.001288933940802428,1.0
0,-4510597781759187177,0,1,SVC,-1.011788543650087,-0.8891342056945176,-0.7982773045308235,1.0
0,5874732301397818788,0,0,SVC,-0.09218081716622861,-0.04426861801426506,-0.00013319384301202497,1.0
0,5874732301397818788,0,1,SVC,-0.5460420308359788,-0.5037501202017383,-0.480815918024864,1.0
0,689203512367814292,0,0,SVC,-0.09337406291791561,-0.04698209128726759,-8.309527210825784e-05,1.0
0,689203512367814292,0,1,SVC,-0.8695955634896678,-0.83972882169951,-0.8175265611821239,1.0
0,-5981119424268564462,0,0,SVC,-0.31278301704291867,-0.16739015032485519,-0.0012438851408811402,1.0
0,-5981119424268564462,0,1,SVC,-1.3707983165054929,-1.2483805900630625,-1.1610441408091228,1.0
0,-5249557742319277329,1,0,SVC,-1.6356065042300056,-1.6052291628727395,-1.5802568434764392,1.0
0,-5249557742319277329,1,1,SVC,-0.11553455794473207,-0.05859657416393422,-8.101294107110135e-06,1.0
0,-2283496832512344899,0,0,SVC,-0.1082368151965057,-0.05772365616855275,-0.000971420873718154,1.0
0,-2283496832512344899,0,1,SVC,-1.0946091681475378,-1.0539323477136575,-1.0282013692772394,1.0
0,-8235078886270526498,1,0,SVC,-1.1634173290752616,-1.1427661728655762,-1.1280892553732453,1.0
0,-8235078886270526498,1,1,SVC,-0.12552878410537494,-0.0657113546922302,-1.7461817702013605e-05,1.0
0,8361743677887155011,1,0,SVC,-1.3521219893439889,-1.2883548582579833,-1.2359063890126418,1.0
0,8361743677887155011,1,1,SVC,-0.14345280757819634,-0.07301353779338303,-4.4172044910251174e-05,1.0
0,-673109146871590390,1,0,SVC,-1.869615592973673,-1.8570945797184668,-1.845360856493498,1.0
0,-673109146871590390,1,1,SVC,-0.16089141806819993,-0.0807131381643296,-0.00019563788126131243,1.0
0,3538481709468243158,0,0,SVC,-0.09277943426013224,-0.047538209016748594,-0.0012702707746090613,1.0
0,3538481709468243158,0,1,SVC,-0.6598398769399392,-0.6304934781305336,-0.6098321766711001,1.0
0,3141390408543064301,1,0,SVC,-1.0915688475852021,-1.0689876682414057,-1.0513133867793019,1.0
0,3141390408543064301,1,1,SVC,-0.13090255789737015,-0.06547210117678989,-0.0002498187215933534,1.0
0,-5291287027796096435,0,0,SVC,-0.14697137226487458,-0.07672908364768033,-0.0003444665414531478,1.0
0,-5291287027796096435,0,1,SVC,-1.0325932909406705,-0.996942103802899,-0.9720087586801526,1.0
0,-3669545390379282989,1,0,SVC,-2.1338594401245174,-2.05007719759142,-1.9767372505603478,1.0
0,-3669545390379282989,1,1,SVC,-0.3099221861455311,-0.1681993552158827,-0.0007668733680611939,1.0
0,-1733593099514943365,0,0,SVC,-0.19538720232559165,-0.10713477338239827,-0.0008111269980821678,1.0
0,-1733593099514943365,0,1,SVC,-0.9299701823582559,-0.8735968884914203,-0.8232760556892267,1.0
0,-8054553100402963366,1,0,SVC,-1.398111938942056,-1.3509123470980906,-1.3204876844253999,1.0
0,-8054553100402963366,1,1,SVC,-0.13307168179795392,-0.0694608724985571,-0.00045576372090339046,1.0
0,7742001039758628176,1,0,SVC,-1.251199308248502,-1.1799825939950224,-1.128939347608542,1.0
0,7742001039758628176,1,1,SVC,-0.15185623025101247,-0.07762548597558208,-0.0020309816755836874,1.0
0,897533698252709822,1,0,SVC,-1.5523943256377442,-1.5277658292156098,-1.5070601441332985,1.0
0,897533698252709822,1,1,SVC,-0.13879083774085554,-0.07247862999351652,-0.0031175625172481514,1.0
0,6587815490256989823,0,0,SVC,-0.3894733640515776,-0.21456467377002855,-0.0002363684713146963,1.0
0,6587815490256989823,0,1,SVC,-1.2632145039760554,-1.1706556699704802,-1.065630070151359,1.0
0,5248638627006141910,0,0,SVC,-0.11014501954560496,-0.058358946389453624,-3.6048705059577024e-05,1.0
0,5248638627006141910,0,1,SVC,-0.8500571208102183,-0.8211879661050864,-0.7962460868315859,1.0
0,-5698592074795574380,0,0,SVC,-0.20095146999815178,-0.11251560600152087,-0.00041624605871593,1.0
0,-5698592074795574380,0,1,SVC,-0.81402539155159,-0.7491063858617103,-0.6908450144345469,1.0
0,5540415386871103628,0,0,SVC,-0.10070418892006036,-0.053863491291649065,-6.258191035635186e-05,1.0
0,5540415386871103628,0,1,SVC,-0.8199780211525955,-0.7949935803378845,-0.7750733174457667,1.0
0,307241348697530632,1,0,SVC,-1.4805548622589875,-1.442999063016995,-1.4163274102509587,1.0
0,307241348697530632,1,1,SVC,-0.12546591794183248,-0.06762570567195283,-0.0004704501356644908,1.0
0,2580541239459249058,1,0,SVC,-1.360693067527771,-1.3385481399574013,-1.3246415682206583,1.0
0,2580541239459249058,1,1,SVC,-0.11587574715671756,-0.06090955866660189,-3.858639027387589e-05,1.0
0,-2633615629027486425,0,0,SVC,-0.14938791837909188,-0.07721783765903407,-0.00041525001018949403,1.0
0,-2633615629027486425,0,1,SVC,-0.799627390560644,-0.7594855558138379,-0.7339791980765342,1.0
0,1560980624783017653,0,0,SVC,-0.09691780448167742,-0.0513321082676304,-9.303847235264673e-05,1.0
0,1560980624783017653,0,1,SVC,-0.9676198157126036,-0.9427917036821991,-0.9238869253949671,1.0
0,-8833526597647508929,0,0,SVC,-0.12273643597792006,-0.06369983843355347,-0.002346577262078875,1.0
0,-8833526597647508929,0,1,SVC,-0.9541201210114179,-0.9191707539439685,-0.888102601094965,1.0
0,-1562869315194378989,0,0,SVC,-0.10850645984592788,-0.05875715038237931,-5.2137472153379605e-05,1.0
0,-1562869315194378989,0,1,SVC,-0.746815832103163,-0.7013071661970652,-0.6708640112098999,1.0
0,-149058659341497315,1,0,SVC,-0.7560893412372404,-0.7261687541998049,-0.7042857124852049,1.0
0,-149058659341497315,1,1,SVC,-0.12663371054108358,-0.06500142818208134,-0.0001279975171648573,1.0
0,382750387575492907,0,0,SVC,-0.11232687172293183,-0.058182502415626544,-0.0005331044875069857,1.0
0,382750387575492907,0,1,SVC,-0.9274382013050319,-0.8795789695127396,-0.8477393758037366,1.0
0,-2830144896685168467,0,0,SVC,-0.12054665579178586,-0.0642589109367259,-8.423216946340517e-05,1.0
0,-2830144896685168467,0,1,SVC,-0.6690318835633283,-0.5913621114176701,-0.5414528390857125,1.0
0,-4510597781759187177,0,0,MLPClassifier,-0.25265478885460413,-0.13243230249295532,-0.001288933940802428,1.0
0,-4510597781759187177,0,1,MLPClassifier,-1.0523552959615439,-0.9645451700044141,-0.8893256618279662,1.0
0,5874732301397818788,0,0,MLPClassifier,-0.09218081716622861,-0.045314273471174935,-0.00013319384301202497,1.0
0,5874732301397818788,0,1,MLPClassifier,-0.5914045360141837,-0.5684715657302879,-0.5590717583581817,1.0
0,689203512367814292,0,0,MLPClassifier,-0.09599796987913961,-0.0477113550647483,-8.309527210825784e-05,1.0
0,689203512367814292,0,1,MLPClassifier,-0.9228272713203995,-0.9068728896866383,-0.900645763036982,1.0
0,-5981119424268564462,0,0,MLPClassifier,-0.32592567599172123,-0.17793164623335153,-0.0012438851408811402,1.0
0,-5981119424268564462,0,1,MLPClassifier,-1.3961929386402576,-1.3221536935261888,-1.2504892158377903,1.0
0,-5249557742319277329,1,0,MLPClassifier,-1.5264988032280429,-1.5146678722947229,-1.5071765229761092,1.0
0,-5249557742319277329,1,1,MLPClassifier,-0.11613657578969483,-0.05698691111547727,-8.101294107110135e-06,1.0
0,-2283496832512344899,0,0,MLPClassifier,-0.11221509284519637,-0.06006762879252069,-0.0005299118275554626,1.0
0,-2283496832512344899,0,1,MLPClassifier,-1.133499629319647,-1.1246802588738944,-1.1194027991930526,1.0
0,-8235078886270526498,1,0,MLPClassifier,-1.0680969497414414,-1.0518996958843227,-1.0370887826596669,1.0
0,-8235078886270526498,1,1,MLPClassifier,-0.12804519883254328,-0.0695438516865183,-1.7461817702013605e-05,1.0
0,8361743677887155011,1,0,MLPClassifier,-1.28625421776568,-1.2244639109350202,-1.1886761451465777,1.0
0,8361743677887155011,1,1,MLPClassifier,-0.1500099157057899,-0.07698958199675338,-0.0003683683336095367,1.0
0,-673109146871590390,1,0,MLPClassifier,-1.7776299299332283,-1.7654018342232614,-1.754724782413822,1.0
0,-673109146871590390,1,1,MLPClassifier,-0.16403183528004228,-0.08222875180867001,-0.0001672616589898368,1.0
0,3538481709468243158,0,0,MLPClassifier,-0.09823866111298991,-0.05001045702834607,-8.248007853950412e-05,1.0
0,3538481709468243158,0,1,MLPClassifier,-0.7141050657117908,-0.6992745308934406,-0.6909387772834036,1.0
0,3141390408543064301,1,0,MLPClassifier,-0.9965003456617548,-0.9758628485862563,-0.9597046812951606,1.0
0,3141390408543064301,1,1,MLPClassifier,-0.1349161339442946,-0.06663811802122614,-9.450512400865918e-06,1.0
0,-5291287027796096435,0,0,MLPClassifier,-0.14211510247310835,-0.07444135997914386,-0.0003444665414531478,1.0
0,-5291287027796096435,0,1,MLPClassifier,-1.0754289017591088,-1.0406622234401703,-1.02063970823265,1.0
0,-3669545390379282989,1,0,MLPClassifier,-2.09043683900837,-2.0007001515095295,-1.9356852500610828,1.0
0,-3669545390379282989,1,1,MLPClassifier,-0.2983323775728753,-0.15817068443407958,-0.0007668733680611939,1.0
0,-1733593099514943365,0,0,MLPClassifier,-0.20482132140954462,-0.11406457532425583,-0.005280813559871755,1.0
0,-1733593099514943365,0,1,MLPClassifier,-0.9625791676920893,-0.9046955682011945,-0.8602456895407694,1.0
0,-8054553100402963366,1,0,MLPClassifier,-1.317129038873783,-1.2799691137814067,-1.2604856031448728,1.0
0,-8054553100402963366,1,1,MLPClassifier,-0.13457439853235198,-0.07067126039692298,-0.00045576372090339046,1.0
0,7742001039758628176,1,0,MLPClassifier,-1.132003584675768,-1.1008443318374694,-1.0875042962959287,1.0
0,7742001039758628176,1,1,MLPClassifier,-0.15359605790811795,-0.08047767457776324,-0.0020309816755836874,1.0
0,897533698252709822,1,0,MLPClassifier,-1.4998697739387599,-1.4678385635823537,-1.4473836394047075,1.0
0,897533698252709822,1,1,MLPClassifier,-0.13971618653282614,-0.0718425440286242,-0.001334683830729988,1.0
0,6587815490256989823,0,0,MLPClassifier,-0.37792727400733866,-0.20503038858171593,-0.0002363684713146963,1.0
0,6587815490256989823,0,1,MLPClassifier,-1.349774156479634,-1.2535764935362859,-1.1488022200669914,1.0
0,5248638627006141910,0,0,MLPClassifier,-0.11600208328764443,-0.060721122408181546,-0.0004047503459189139,1.0
0,5248638627006141910,0,1,MLPClassifier,-0.8935479929128555,-0.8746139976492907,-0.8621227658113736,1.0
0,-5698592074795574380,0,0,MLPClassifier,-0.20532542258087755,-0.11410237746136893,-0.00041624605871593,1.0
0,-5698592074795574380,0,1,MLPClassifier,-0.8500135709986452,-0.7827821614191041,-0.7278146482860897,1.0
0,5540415386871103628,0,0,MLPClassifier,-0.10139797269143914,-0.05419568096245003,-6.258191035635186e-05,1.0
0,5540415386871103628,0,1,MLPClassifier,-0.8796442611325883,-0.8601673413050333,-0.8498836140252335,1.0
0,307241348697530632,1,0,MLPClassifier,-1.4077782191800678,-1.3775332164386809,-1.3567150020706817,1.0
0,307241348697530632,1,1,MLPClassifier,-0.12936666163358923,-0.06837068672265884,-0.0002416452970656069,1.0
0,2580541239459249058,1,0,MLPClassifier,-1.2689695889094967,-1.2549246169479806,-1.246062452449772,1.0
0,2580541239459249058,1,1,MLPClassifier,-0.11074566823017533,-0.05552999223960191,-3.858639027387589e-05,1.0
0,-2633615629027486425,0,0,MLPClassifier,-0.14816574006367023,-0.07725789305593408,-0.00041525001018949403,1.0
0,-2633615629027486425,0,1,MLPClassifier,-0.840010059089732,-0.8011567357665165,-0.7781829832644003,1.0
0,1560980624783017653,0,0,MLPClassifier,-0.09527457689039058,-0.05169692702936425,-0.004199021941805325,1.0
0,1560980624783017653,0,1,MLPClassifier,-1.028858827347441,-1.0082550024594095,-0.9990124685537671,1.0
0,-8833526597647508929,0,0,MLPClassifier,-0.13143695942998512,-0.06856271742977889,-0.002346577262078875,1.0
0,-8833526597647508929,0,1,MLPClassifier,-0.990069068628913,-0.9634359429387925,-0.9470102668806663,1.0
0,-1562869315194378989,0,0,MLPClassifier,-0.10966654308179406,-0.059608624173476864,-5.2137472153379605e-05,1.0
0,-1562869315194378989,0,1,MLPClassifier,-0.7856581692622044,-0.7713714671003641,-0.7631407836368647,1.0
0,-149058659341497315,1,0,MLPClassifier,-0.6763549769567954,-0.6382508675842044,-0.6122588918047609,1.0
0,-149058659341497315,1,1,MLPClassifier,-0.11404231430523692,-0.057412280466996514,-0.0001279975171648573,1.0
0,382750387575492907,0,0,MLPClassifier,-0.11935813895783753,-0.06262328908666921,-0.0012148181378262013,1.0
0,382750387575492907,0,1,MLPClassifier,-0.9789419478800095,-0.9544145757272156,-0.936848221558847,1.0
0,-2830144896685168467,0,0,MLPClassifier,-0.11865919746103715,-0.06388894510353363,-5.786248399441973e-05,1.0
0,-2830144896685168467,0,1,MLPClassifier,-0.7048900202592259,-0.6614156910878738,-0.6386287438362197,1.0
0,-4510597781759187177,0,0,RandomForestClassifier,-0.25652758871592085,-0.1367847165990205,-0.001288933940802428,1.0
0,-4510597781759187177,0,1,RandomForestClassifier,-1.0036124886002828,-0.9255833764567153,-0.8292698412632321,1.0
0,5874732301397818788,0,0,RandomForestClassifier,-0.08795625442162425,-0.04436793295151593,-0.00013319384301202497,1.0
0,5874732301397818788,0,1,RandomForestClassifier,-0.5946207382363485,-0.567158290332725,-0.5104754306045426,1.0
0,689203512367814292,0,0,RandomForestClassifier,-0.09580287710285629,-0.04883403294119923,-8.309527210825784e-05,1.0
0,689203512367814292,0,1,RandomForestClassifier,-0.950551571062346,-0.9024602182774724,-0.8410488443974429,1.0
0,-5981119424268564462,0,0,RandomForestClassifier,-0.3360154666855516,-0.18414153380573664,-0.0007100913156541377,1.0
0,-5981119424268564462,0,1,RandomForestClassifier,-1.340116599301178,-1.2736841433041783,-1.1904333952730561,1.0
0,-5249557742319277329,1,0,RandomForestClassifier,-1.5350165301458094,-1.5103601992597615,-1.4983257272216493,1.0
0,-5249557742319277329,1,1,RandomForestClassifier,-0.11628389276904061,-0.058825987725508164,-8.101294107110135e-06,1.0
0,-2283496832512344899,0,0,RandomForestClassifier,-0.11538770153511069,-0.06345326278563668,-0.0005299118275554626,1.0
0,-2283496832512344899,0,1,RandomForestClassifier,-1.1613983948096167,-1.1020315744178093,-1.034588429762074,1.0
0,-8235078886270526498,1,0,RandomForestClassifier,-1.1071976022781467,-1.0623083357994367,-1.0286388935742776,1.0
0,-8235078886270526498,1,1,RandomForestClassifier,-0.12281132540301276,-0.06884293986496519,-1.7461817702013605e-05,1.0
0,8361743677887155011,1,0,RandomForestClassifier,-1.2306779131006464,-1.2069801424405313,-1.1944435275627412,1.0
0,8361743677887155011,1,1,RandomForestClassifier,-0.15112277025396284,-0.07754940015812316,-4.4172044910251174e-05,1.0
0,-673109146871590390,1,0,RandomForestClassifier,-1.8138040477831996,-1.7746937588822806,-1.7462394955585079,1.0
0,-673109146871590390,1,1,RandomForestClassifier,-0.14960962554940033,-0.07254223710662876,-0.00019563788126131243,1.0
0,3538481709468243158,0,0,RandomForestClassifier,-0.0896020718634359,-0.046455972253499296,-0.0012702707746090613,1.0
0,3538481709468243158,0,1,RandomForestClassifier,-0.7571167127251625,-0.699478661211982,-0.6255022384851641,1.0
0,3141390408543064301,1,0,RandomForestClassifier,-1.052307156784248,-1.0031497779848049,-0.957844981933478,1.0
0,3141390408543064301,1,1,RandomForestClassifier,-0.1300276352853581,-0.06590601848402562,-0.00024412543455198943,1.0
0,-5291287027796096435,0,0,RandomForestClassifier,-0.15740574474724872,-0.08074043564358,-0.00025674279603693506,1.0
0,-5291287027796096435,0,1,RandomForestClassifier,-1.055464283678455,-1.0310611910983434,-1.0164287586537704,1.0
0,-3669545390379282989,1,0,RandomForestClassifier,-1.9871852880693797,-1.9614166903818273,-1.9454561497096987,1.0
0,-3669545390379282989,1,1,RandomForestClassifier,-0.3028731353261986,-0.16346268082255538,-0.0007668733680611939,1.0
0,-1733593099514943365,0,0,RandomForestClassifier,-0.19549079093436306,-0.10639993485134198,-0.0005609985382381,1.0
0,-1733593099514943365,0,1,RandomForestClassifier,-0.950561740513645,-0.8944359566369692,-0.8502627935850483,1.0
0,-8054553100402963366,1,0,RandomForestClassifier,-1.2884423715290425,-1.2702339258312654,-1.2607842459899057,1.0
0,-8054553100402963366,1,1,RandomForestClassifier,-0.13623262053480545,-0.07055531955608448,-0.00045576372090339046,1.0
0,7742001039758628176,1,0,RandomForestClassifier,-1.1239233608958021,-1.100970020132309,-1.0875042962959287,1.0
0,7742001039758628176,1,1,RandomForestClassifier,-0.15582512381076885,-0.07946559142990832,-0.0020309816755836874,1.0
0,897533698252709822,1,0,RandomForestClassifier,-1.4698069090014838,-1.4553119741032783,-1.447045398070559,1.0
0,897533698252709822,1,1,RandomForestClassifier,-0.13751324600542694,-0.07122614418099296,-0.0031175625172481514,1.0
0,6587815490256989823,0,0,RandomForestClassifier,-0.3911194187465228,-0.2144971280465412,-0.0002363684713146963,1.0
0,6587815490256989823,0,1,RandomForestClassifier,-1.3055936850626293,-1.214957750566946,-1.1041018566652323,1.0
0,5248638627006141910,0,0,RandomForestClassifier,-0.1112434759782055,-0.059263606358331916,-3.6048705059577024e-05,1.0
0,5248638627006141910,0,1,RandomForestClassifier,-0.8864037968190852,-0.8719589125892553,-0.8601028879620392,1.0
0,-5698592074795574380,0,0,RandomForestClassifier,-0.19275984599764562,-0.10688076222811035,-0.00041624605871593,1.0
0,-5698592074795574380,0,1,RandomForestClassifier,-0.8282525153674972,-0.7653911654747054,-0.7202970831210818,1.0
0,5540415386871103628,0,0,RandomForestClassifier,-0.10043187398740662,-0.05261337443460724,-6.258191035635186e-05,1.0
0,5540415386871103628,0,1,RandomForestClassifier,-0.8975574695563495,-0.864114794329192,-0.8044846724062631,1.0
0,307241348697530632,1,0,RandomForestClassifier,-1.3806144814247545,-1.3651831704287343,-1.3563767607365333,1.0
0,307241348697530632,1,1,RandomForestClassifier,-0.1237064946327806,-0.0651068054598637,-0.0004704501356644908,1.0
0,2580541239459249058,1,0,RandomForestClassifier,-1.2832410280547588,-1.2517184208522256,-1.2371490981990139,1.0
0,2580541239459249058,1,1,RandomForestClassifier,-0.11319100357782408,-0.057386938802621,-3.858639027387589e-05,1.0
0,-2633615629027486425,0,0,RandomForestClassifier,-0.1482347165475938,-0.07601919023101948,-0.00041525001018949403,1.0
0,-2633615629027486425,0,1,RandomForestClassifier,-0.8213694671132928,-0.7918591129150195,-0.7739720336855206,1.0
0,1560980624783017653,0,0,RandomForestClassifier,-0.10696130024891859,-0.057761655165034224,-9.303847235264673e-05,1.0
0,1560980624783017653,0,1,RandomForestClassifier,-1.0351028320930808,-1.0032563105371826,-0.952418701340458,1.0
0,-8833526597647508929,0,0,RandomForestClassifier,-0.12489393945230913,-0.06447369718659343,-0.0013842852433733066,1.0
0,-8833526597647508929,0,1,RandomForestClassifier,-0.97293838444071,-0.9560481239632608,-0.9427640336328356,1.0
0,-1562869315194378989,0,0,RandomForestClassifier,-0.11121103958457546,-0.06057733462485015,-5.2137472153379605e-05,1.0
0,-1562869315194378989,0,1,RandomForestClassifier,-0.7952675244024769,-0.7440764857289985,-0.6772485399022374,1.0
0,-149058659341497315,1,0,RandomForestClassifier,-0.7366634239987887,-0.689880619451733,-0.6173927300644653,1.0
0,-149058659341497315,1,1,RandomForestClassifier,-0.12264050263172965,-0.06463045963045318,-0.0001279975171648573,1.0
0,382750387575492907,0,0,RandomForestClassifier,-0.11902079537728125,-0.061604537683695434,-0.0012148181378262013,1.0
0,382750387575492907,0,1,RandomForestClassifier,-1.0198899523384497,-0.9304131259081162,-0.8574036453345166,1.0
0,-2830144896685168467,0,0,RandomForestClassifier,-0.13141867209188307,-0.07077882565244992,-5.786248399441973e-05,1.0
